,name,review_count,rating,price,cat1,zip_code,nyc,borough,cluster,is_affluent
8039,Patisserie Claude,247,4.0,1,bakeries,10014,True,Manhattan,31,1
8040,Fiore's Pizza,194,4.0,1,pizza,10012,True,Manhattan,31,1
8041,NOMO Kitchen,523,3.5,2,newamerican,10013,True,Manhattan,77,1
8042,The Fat Black Pussycat,565,3.5,2,lounges,10012,True,Manhattan,31,1
8043,Chikarashi,485,4.0,2,japanese,10013,True,Manhattan,77,1
8044,Sullivan Street Tea & Spice Company,71,4.5,2,coffee,10012,True,Manhattan,31,1
8045,Soho Park,688,3.0,2,burgers,10012,True,Manhattan,31,1
8046,Pera Soho,515,3.5,3,mediterranean,10012,True,Manhattan,31,1
8047,Distilled,770,4.0,2,newamerican,10013,True,Manhattan,77,1
8048,Extra Virgin,1242,3.5,2,seafood,10014,True,Manhattan,31,1
8049,Court Street Grocers LaGuardia Place,106,4.0,2,sandwiches,10012,True,Manhattan,31,1
8050,Honeybrains,170,4.0,2,salad,10012,True,Manhattan,31,1
8052,Antique Garage Soho,409,3.5,2,lounges,10013,True,Manhattan,77,1
8053,Mr. Jones Supper Club,54,5.0,4,australian,10014,True,Manhattan,31,1
8054,Aux Epices,313,4.0,2,french,10013,True,Manhattan,77,1
8055,Raju's Drunk Munky,175,4.5,2,indpak,10014,True,Manhattan,31,1
8056,Polosud Gelato Coffee Pastries,66,5.0,1,gelato,10013,True,Manhattan,77,1
8057,Volare Restaurant,133,4.5,3,italian,10012,True,Manhattan,31,1
8058,Tacombi - Bleecker Street,364,4.0,2,mexican,10014,True,Manhattan,31,1
8059,Bar Moga,174,4.0,2,cocktailbars,10012,True,Manhattan,31,1
8060,La Panineria,192,4.0,2,italian,10011,True,Manhattan,73,1
8061,Tipsy Shanghai,164,4.0,2,shanghainese,10012,True,Manhattan,31,1
8062,Le Gigot,204,4.0,3,french,10014,True,Manhattan,31,1
8063,Slainte Bar & Lounge,238,4.0,2,pubs,10012,True,Manhattan,31,1
8064,Soho Sushi,289,3.5,2,japanese,10012,True,Manhattan,31,1
8065,Compagnie des Vins Surnaturels,120,4.5,3,wine_bars,10013,True,Manhattan,77,1
8066,Prodigy Coffee,201,4.0,2,coffee,10014,True,Manhattan,31,1
8067,Bubby's Tribeca,1356,3.5,2,tradamerican,10013,True,Manhattan,77,1
8068,Cafe Belle,57,4.5,1,coffee,10012,True,Manhattan,31,1
8069,Down the Hatch,552,3.5,2,tradamerican,10014,True,Manhattan,31,1
8070,Papatzul,424,3.5,2,mexican,10013,True,Manhattan,77,1
8071,The Taco Shop,359,4.0,1,mexican,10014,True,Manhattan,31,1
8072,Dominique Ansel Kitchen,552,4.0,2,bakeries,10014,True,Manhattan,31,1
8073,Sapori D'Italia,255,4.5,2,italian,10013,True,Manhattan,77,1
8074,Fig. 19,222,4.0,2,lounges,10002,True,Manhattan,77,1
8075,May Wah Fast Food,338,4.0,1,chinese,10013,True,Manhattan,77,1
8076,Delice & Sarrasin,398,4.0,2,french,10014,True,Manhattan,31,1
8077,Milano's Bar,157,4.0,1,divebars,10012,True,Manhattan,31,1
8078,The Chai Spot,154,4.5,2,tea,10013,True,Manhattan,77,1
8079,Analogue,259,4.0,3,cocktailbars,10011,True,Manhattan,73,1
8080,OddFellows Ice Cream,83,4.0,2,icecream,10012,True,Manhattan,31,1
8081,The Spring Lounge,246,3.5,2,lounges,10012,True,Manhattan,31,1
8082,Brandy Library,601,4.0,3,newamerican,10013,True,Manhattan,77,1
8083,Tamarind,914,4.0,3,indpak,10013,True,Manhattan,77,1
8084,The Red Lion,321,3.5,2,pubs,10012,True,Manhattan,31,1
8085,Trattoria Pesce Pasta,232,4.0,2,italian,10014,True,Manhattan,31,1
8086,China Blue,699,4.0,2,shanghainese,10013,True,Manhattan,77,1
8087,Zinc Bar,187,4.0,2,jazzandblues,10012,True,Manhattan,31,1
8088,Il Cortile Restaurant,527,3.5,2,italian,10013,True,Manhattan,77,1
8089,SUGARFISH by sushi nozawa,127,4.0,2,sushi,10012,True,Manhattan,31,1
8090,North Square,295,4.0,2,newamerican,10011,True,Manhattan,73,1
8091,GMT Tavern,213,3.5,2,bars,10012,True,Manhattan,31,1
8092,Fay Da Bakery,226,4.0,1,bakeries,10012,True,Manhattan,31,1
8093,Snack Taverna,324,4.0,2,greek,10014,True,Manhattan,31,1
8094,Groove,296,3.5,2,lounges,10012,True,Manhattan,31,1
8095,Vive La Crepe,347,3.5,2,creperies,10012,True,Manhattan,31,1
8096,Little Rascal,222,4.0,2,mideastern,10012,True,Manhattan,31,1
8097,Abigail's Kitchen,251,3.5,2,newamerican,10012,True,Manhattan,31,1
8098,McNulty's Tea & Coffee Co,232,4.5,2,coffee,10014,True,Manhattan,31,1
8099,Decoy,423,4.0,3,chinese,10014,True,Manhattan,31,1
8100,Perry St,933,4.0,3,newamerican,10014,True,Manhattan,31,1
8101,Zutto Japanese American Pub,881,4.0,2,sushi,10013,True,Manhattan,77,1
8102,Kaigo Coffee Room,150,4.5,2,coffee,10013,True,Manhattan,77,1
8103,Black Burger,332,4.0,2,burgers,10013,True,Manhattan,77,1
8104,La Bella Ferrara Cafe,460,4.0,1,bakeries,10013,True,Manhattan,77,1
8105,Meskerem Ethiopian Cuisine,397,3.5,2,ethiopian,10012,True,Manhattan,31,1
8106,Canal Street Market,189,4.0,2,food_court,10013,True,Manhattan,77,1
8107,Houston Hall,548,3.5,2,beergardens,10014,True,Manhattan,31,1
8108,12 Corners,158,4.5,1,coffee,10013,True,Manhattan,77,1
8109,Cafe Clover,307,3.5,3,tradamerican,10014,True,Manhattan,31,1
8110,Té Company,133,5.0,2,tea,10014,True,Manhattan,31,1
8111,Humble Fish,171,4.0,2,poke,10013,True,Manhattan,77,1
8112,Hudson Clearwater,524,4.0,3,newamerican,10014,True,Manhattan,31,1
8113,Sushi Azabu,428,4.0,4,sushi,10013,True,Manhattan,77,1
8114,Black Seed Bagels,691,3.0,2,breakfast_brunch,10012,True,Manhattan,31,1
8115,Thái Son,843,3.5,2,vietnamese,10013,True,Manhattan,77,1
8116,Mi Tea,59,4.5,1,bubbletea,10012,True,Manhattan,31,1
8117,Rosemary's,949,3.5,2,italian,10011,True,Manhattan,73,1
8118,Le Poisson Rouge,472,3.0,2,musicvenues,10012,True,Manhattan,31,1
8120,Le Souk Restaurant,429,3.0,2,moroccan,10012,True,Manhattan,31,1
8121,About Coffee,66,4.5,1,coffee,10012,True,Manhattan,31,1
8122,Ghandi Cafe,390,4.0,2,indpak,10014,True,Manhattan,31,1
8123,Via Carota,531,4.0,3,italian,10014,True,Manhattan,31,1
8124,Soup Kiosk,63,4.5,1,foodstands,10012,True,Manhattan,31,1
8125,Ramen Thukpa,236,4.0,2,ramen,10014,True,Manhattan,31,1
8126,Café Angelique,214,3.5,2,coffee,10012,True,Manhattan,31,1
8127,T2,51,4.5,2,coffee,10012,True,Manhattan,31,1
8128,Cocu,127,4.5,2,chickenshop,10014,True,Manhattan,31,1
8129,Everyman Espresso,171,4.0,2,coffee,10013,True,Manhattan,77,1
8130,Baby Grand,191,4.0,2,karaoke,10013,True,Manhattan,77,1
8131,Coco Pazzo,103,4.0,3,tuscan,10012,True,Manhattan,31,1
8132,Jeffrey's Grocery,433,4.0,2,seafood,10014,True,Manhattan,31,1
8133,Bodhi Kosher Vegetarian Restaurant,370,4.0,2,vegan,10013,True,Manhattan,77,1
8134,Mah-Ze-Dahr Bakery,275,4.5,2,bakeries,10011,True,Manhattan,73,1
8135,El Toro Blanco,389,3.5,2,mexican,10014,True,Manhattan,31,1
8136,Smalls Jazz Club,343,4.5,2,lounges,10014,True,Manhattan,31,1
8137,Shinka Ramen & Sake Bar,312,4.5,2,ramen,10002,True,Manhattan,77,1
8138,Baz Bagel and Restaurant,380,3.5,2,breakfast_brunch,10013,True,Manhattan,77,1
8139,Insomnia Cookies,251,3.5,1,bakeries,10012,True,Manhattan,31,1
8140,Petite Boucherie,124,4.5,3,french,10014,True,Manhattan,31,1
8141,Mary's Fish Camp,597,4.0,3,seafood,10014,True,Manhattan,31,1
8142,Lupe's,382,3.5,2,mexican,10013,True,Manhattan,77,1
8143,Lung Moon Bakery,287,4.5,1,bakeries,10013,True,Manhattan,77,1
8144,Pomodoro Ristorante & Pizzeria,343,3.5,1,pizza,10012,True,Manhattan,31,1
8145,Angelo's,388,3.5,3,italian,10013,True,Manhattan,77,1
8146,Tio Pepe,439,3.5,2,spanish,10014,True,Manhattan,31,1
8147,3 Sheets Saloon,358,3.5,2,sportsbars,10012,True,Manhattan,31,1
8148,Bluestone Lane,162,4.0,2,coffee,10014,True,Manhattan,31,1
8149,Nha Trang One,742,3.5,2,vietnamese,10013,True,Manhattan,77,1
8150,Marble Dessert Bar,56,4.5,3,desserts,10014,True,Manhattan,31,1
8151,ramen-ya Samurai Edition,265,3.5,2,ramen,10012,True,Manhattan,31,1
8152,Tiny Shanghai,257,4.0,2,shanghainese,10013,True,Manhattan,77,1
8153,Dig Inn,257,4.0,2,newamerican,10014,True,Manhattan,31,1
8154,JG Melon,213,3.5,2,tradamerican,10012,True,Manhattan,31,1
8155,Bâtard,401,4.0,4,modern_european,10013,True,Manhattan,77,1
8156,The Usual,110,4.0,3,newamerican,10012,True,Manhattan,31,1
8157,Flipper’s,327,3.5,2,japanese,10013,True,Manhattan,77,1
8158,Galanga,492,3.5,2,thai,10012,True,Manhattan,31,1
8159,Catmint Wheel Cake,84,4.0,1,desserts,10012,True,Manhattan,31,1
8160,Charley St,118,4.5,2,breakfast_brunch,10012,True,Manhattan,31,1
8161,Aunt Jake's,234,4.0,2,italian,10011,True,Manhattan,73,1
8162,H K Wonton Garden,734,3.5,1,cantonese,10013,True,Manhattan,77,1
8163,Blue Haven,184,3.5,2,sportsbars,10012,True,Manhattan,31,1
8164,Acme,402,3.0,3,newamerican,10012,True,Manhattan,31,1
8165,SOB's,428,3.5,2,musicvenues,10014,True,Manhattan,31,1
8166,Triona's,115,4.0,1,sportsbars,10012,True,Manhattan,31,1
8167,Lucky Strike,280,3.5,2,bars,10013,True,Manhattan,77,1
8168,The Four-Faced Liar,223,4.0,1,pubs,10014,True,Manhattan,31,1
8169,Randolph Beer NOLITA,290,3.5,2,breakfast_brunch,10013,True,Manhattan,77,1
8170,San Marino Ristorante,147,4.5,2,italian,10014,True,Manhattan,31,1
8173,Khe-Yo,730,4.0,2,laotian,10013,True,Manhattan,77,1
8174,Pho Vietnam,478,4.0,2,vietnamese,10002,True,Manhattan,77,1
8175,Piccola Cucina Estiatorio,80,4.5,2,italian,10012,True,Manhattan,31,1
8176,Sola Pasta Bar,217,4.0,2,italian,10013,True,Manhattan,77,1
8177,Kumo Sushi,515,3.5,2,japanese,10014,True,Manhattan,31,1
8178,Cafe Wha?,369,3.5,2,musicvenues,10012,True,Manhattan,31,1
8179,St Tropez - Soho,63,4.5,2,french,10012,True,Manhattan,31,1
8180,Pho Grand,765,3.5,1,vietnamese,10002,True,Manhattan,77,1
8181,Atera,257,4.5,4,newamerican,10013,True,Manhattan,77,1
8182,Ten Ren's Tea Time,638,4.0,1,bubbletea,10013,True,Manhattan,77,1
8183,Tang Hotpot,241,4.0,3,hotpot,10002,True,Manhattan,77,1
8184,Soho Halal Guy,60,4.0,1,mideastern,10012,True,Manhattan,31,1
8185,Pasquale Jones,245,3.5,3,italian,10012,True,Manhattan,31,1
8186,Bibble & Sip,150,4.5,1,bakeries,10013,True,Manhattan,77,1
8187,Rooftop 93,365,4.0,2,lounges,10002,True,Manhattan,77,1
8188,Atla,285,3.5,2,mexican,10012,True,Manhattan,31,1
8189,Lovely Day,351,3.5,2,thai,10012,True,Manhattan,31,1
8190,Quality Eats,420,4.0,3,tradamerican,10014,True,Manhattan,31,1
8191,Famous Ben's Pizza,345,3.0,1,pizza,10012,True,Manhattan,31,1
8192,B Flat,362,4.0,2,lounges,10013,True,Manhattan,77,1
8193,Oppa,119,4.0,2,bars,10014,True,Manhattan,31,1
8194,Highlands NYC,402,4.0,2,gastropubs,10014,True,Manhattan,31,1
8195,HARBS,102,4.0,2,bakeries,10012,True,Manhattan,31,1
8196,Omakase Room by Tatsu,127,4.0,4,sushi,10014,True,Manhattan,31,1
8197,Daddy-O,276,3.5,2,bars,10014,True,Manhattan,31,1
8198,Troquet,161,4.0,2,french,10013,True,Manhattan,77,1
8199,Blue Note New York,436,3.0,3,jazzandblues,10012,True,Manhattan,31,1
8200,Oscar's Place,201,4.5,2,modern_european,10014,True,Manhattan,31,1
8201,Ninja New York,1704,3.5,3,japanese,10013,True,Manhattan,77,1
8202,Gooey on The Inside,181,4.0,1,desserts,10002,True,Manhattan,77,1
8203,The Spaniard,245,4.0,2,newamerican,10014,True,Manhattan,31,1
8204,Dos Toros Taqueria,286,3.5,1,mexican,10014,True,Manhattan,31,1
8205,The Brooklyneer,252,3.5,2,newamerican,10014,True,Manhattan,31,1
8206,Gotan - Tribeca,379,4.0,2,cafes,10013,True,Manhattan,77,1
8207,Voula,96,4.5,3,greek,10014,True,Manhattan,31,1
8208,Panca,380,3.5,2,peruvian,10014,True,Manhattan,31,1
8209,142 Sullivan,46,4.5,2,wine_bars,10012,True,Manhattan,31,1
8210,South Of The Clouds,210,4.0,2,chinese,10011,True,Manhattan,73,1
8211,BOBO,532,4.0,3,french,10014,True,Manhattan,31,1
8212,Yakitori TORA,127,4.0,3,tapasmallplates,10012,True,Manhattan,31,1
8213,Cha Cha Matcha,62,4.0,2,coffee,10012,True,Manhattan,31,1
8214,Empellón Taqueria,698,3.5,2,mexican,10014,True,Manhattan,31,1
8215,Lifethyme,230,4.0,3,healthmarkets,10011,True,Manhattan,73,1
8216,TurKiss,247,3.5,1,turkish,10012,True,Manhattan,31,1
8217,LĒNA Coffee Bar,111,4.0,1,coffee,10011,True,Manhattan,73,1
8218,Wolfgang's Steakhouse,547,4.0,4,steak,10013,True,Manhattan,77,1
8219,Broome Street Bar,246,3.5,2,bars,10013,True,Manhattan,77,1
8220,Tai Pan Bakery,599,3.5,1,bakeries,10013,True,Manhattan,77,1
8221,Rice Noodle Cart,146,4.5,1,cantonese,10013,True,Manhattan,77,1
8223,The Ear Inn,388,4.0,2,bars,10013,True,Manhattan,77,1
8224,Lan Larb Soho,206,3.5,2,thai,10013,True,Manhattan,77,1
8225,Tue Thai Restaurant,350,3.5,2,thai,10014,True,Manhattan,31,1
8226,Fedora,363,4.0,3,newamerican,10014,True,Manhattan,31,1
8227,Little Sheep Mongolian Hot Pot,279,4.0,2,mongolian,10002,True,Manhattan,77,1
8228,Beyond Sushi,47,4.5,2,vegan,10012,True,Manhattan,31,1
8229,Kung Fu Tea,387,4.0,1,coffee,10002,True,Manhattan,77,1
8230,Milk Bar Mini: Nolita,145,3.5,2,desserts,10012,True,Manhattan,31,1
8231,Sant Ambroeus,155,3.5,3,italian,10012,True,Manhattan,31,1
8232,Wolfnights,105,4.0,2,wraps,10014,True,Manhattan,31,1
8233,Ben's Pizzeria,281,3.5,1,pizza,10012,True,Manhattan,31,1
8234,Moustache,366,4.0,2,mideastern,10014,True,Manhattan,31,1
8235,Waverly Diner,465,3.5,2,diners,10014,True,Manhattan,31,1
8236,Sal's Little Italy,312,3.5,2,italian,10013,True,Manhattan,77,1
8237,Da Mikele by Luzzo's,343,4.0,2,italian,10013,True,Manhattan,77,1
8238,Casa Restaurant,246,4.0,3,brazilian,10014,True,Manhattan,31,1
8239,The Rice Noodle,142,4.0,1,noodles,10012,True,Manhattan,31,1
8240,Goemon,133,4.0,2,japacurry,10012,True,Manhattan,31,1
8241,Local & Vine,82,4.5,2,wine_bars,10013,True,Manhattan,77,1
8242,Jimmy,352,3.5,2,lounges,10013,True,Manhattan,77,1
8244,American Cut Steakhouse Tribeca,579,4.0,4,steak,10013,True,Manhattan,77,1
8245,Village Lantern,276,3.5,2,lounges,10012,True,Manhattan,31,1
8246,Noodlelove,107,4.0,2,asianfusion,10012,True,Manhattan,31,1
8247,Sweetwater Social,124,3.5,2,cocktailbars,10012,True,Manhattan,31,1
8248,Luv Tea,77,4.5,2,tea,10014,True,Manhattan,31,1
8249,Rabbit House Japanese Tapas & Sake Bar,221,4.5,2,tapas,10002,True,Manhattan,77,1
8250,Sammy's Halal Food,111,4.0,1,foodstands,10012,True,Manhattan,31,1
8251,August Gatherings,244,3.5,3,cantonese,10013,True,Manhattan,77,1
8252,Clay Pot - West Village,75,4.5,2,chinese,10014,True,Manhattan,31,1
8253,Grotta Azzurra Restaurant,519,3.0,2,italian,10013,True,Manhattan,77,1
8254,Sweet & Vicious,547,3.0,2,bars,10012,True,Manhattan,31,1
8255,Bar Sardine,228,4.0,2,newamerican,10014,True,Manhattan,31,1
8256,Dr Smood - Soho Organic Cafe,113,4.0,2,coffee,10013,True,Manhattan,77,1
8257,Tokyo Record Bar,138,4.0,4,izakaya,10012,True,Manhattan,31,1
8258,Anejo Tribeca,376,4.0,2,mexican,10013,True,Manhattan,77,1
8259,RedFarm,662,3.5,3,dimsum,10014,True,Manhattan,31,1
8260,Thalassa Restaurant,405,4.0,3,seafood,10013,True,Manhattan,77,1
8261,27 Morton,57,4.5,2,hungarian,10014,True,Manhattan,31,1
8262,Scalini Fedeli,306,4.5,4,italian,10013,True,Manhattan,77,1
8263,Jack's Stir Brew Coffee,239,4.0,2,coffee,10014,True,Manhattan,31,1
8265,Olive's,216,3.5,2,sandwiches,10012,True,Manhattan,31,1
8266,The Odeon,639,4.0,3,newamerican,10013,True,Manhattan,77,1
8267,Nam Son Vietnamese Restaurant,532,3.5,1,vietnamese,10002,True,Manhattan,77,1
8268,Le Pain Quotidien,233,3.5,2,bakeries,10013,True,Manhattan,77,1
8269,Café Integral,84,4.0,2,coffee,10012,True,Manhattan,31,1
8270,Caffe Roma Pastry,308,3.5,2,bakeries,10013,True,Manhattan,77,1
8271,Tea La Ra,46,4.5,1,coffee,10013,True,Manhattan,77,1
8272,Pietro Nolita,468,3.0,2,italian,10012,True,Manhattan,31,1
8273,Cipriani Downtown,304,3.5,4,italian,10012,True,Manhattan,31,1
8274,Nancy Whiskey Pub,220,4.0,1,divebars,10013,True,Manhattan,77,1
8276,The Bitter End,233,3.0,2,bars,10012,True,Manhattan,31,1
8277,Tribeca's Kitchen,491,4.0,2,newamerican,10013,True,Manhattan,77,1
8278,Spring Cafe,90,4.5,1,cafes,10013,True,Manhattan,77,1
8279,Summers SoHo,65,4.0,2,coffee,10012,True,Manhattan,31,1
8280,Pinto Garden,221,4.0,2,thai,10011,True,Manhattan,73,1
8281,Tiger Sugar,262,4.0,1,bubbletea,10013,True,Manhattan,77,1
8282,BeerZaar,53,4.5,2,beerbar,10014,True,Manhattan,31,1
8283,Morandi,686,3.5,2,italian,10014,True,Manhattan,31,1
8285,Caffe Napoli,629,3.0,2,italian,10013,True,Manhattan,77,1
8287,L'Accolade,66,4.5,2,french,10014,True,Manhattan,31,1
8288,Otto's Tacos,315,4.0,1,salad,10014,True,Manhattan,31,1
8289,Xi'an Famous Foods,92,4.0,1,chinese,10014,True,Manhattan,31,1
8290,Seabird,199,3.5,2,seafood,10014,True,Manhattan,31,1
8291,Le Souk Lounge,313,3.0,2,lounges,10012,True,Manhattan,31,1
8292,Yiwanmen,138,4.0,1,noodles,10013,True,Manhattan,77,1
8293,Hot Mini Cakes,88,4.5,1,bakeries,10002,True,Manhattan,77,1
8295,Suprema Provisions,223,3.5,2,italian,10014,True,Manhattan,31,1
8296,Quartino Bottega Organica,200,3.5,2,italian,10012,True,Manhattan,31,1
8297,The Loyal,197,3.5,2,newamerican,10014,True,Manhattan,31,1
8298,King,156,3.5,3,modern_european,10014,True,Manhattan,31,1
8299,Yours Truly,86,4.0,2,coffee,10012,True,Manhattan,31,1
8300,Ad Hoc | Collective,63,5.0,2,coffee,10014,True,Manhattan,31,1
8301,Maman Tribeca,257,4.0,2,bakeries,10013,True,Manhattan,77,1
8302,Kubeh,241,4.0,2,mideastern,10011,True,Manhattan,73,1
8303,Flip'n Toss,164,4.5,2,newamerican,10014,True,Manhattan,31,1
8304,While We Were Young,329,4.0,2,newamerican,10014,True,Manhattan,31,1
8306,Rintintin,166,3.5,2,mediterranean,10012,True,Manhattan,31,1
8307,Tu Do Restaurant,304,4.0,1,vietnamese,10013,True,Manhattan,77,1
8308,Café Altro Paradiso,146,3.5,3,italian,10013,True,Manhattan,77,1
8309,La Colombe Coffee,88,4.0,2,coffee,10013,True,Manhattan,77,1
8310,Sevilla Restaurant,462,3.5,2,spanish,10014,True,Manhattan,31,1
8311,Home Sweet Home,402,3.5,1,divebars,10002,True,Manhattan,77,1
8312,Vig Bar,160,3.5,2,pubs,10012,True,Manhattan,31,1
8313,Old Man Hustle,184,4.5,2,cocktailbars,10002,True,Manhattan,77,1
8314,Quan Sushi,161,3.5,2,sushi,10013,True,Manhattan,77,1
8316,Casanova,43,4.0,2,italian,10314,True,Staten Island,4,0
8317,Ti Amo Pizza,20,4.0,1,pizza,10314,True,Staten Island,4,0
8319,Maynila,7,4.0,1,filipino,10314,True,Staten Island,4,0
8320,Bagel Cafe,19,2.5,2,bagels,10314,True,Staten Island,4,0
8322,Victory Bagel Time,7,1.5,2,bagels,10314,True,Staten Island,4,0
8708,The Food Sermon Kitchen,259,4.5,2,caribbean,11225,True,Brooklyn,61,1
8710,Barboncino Pizza & Bar,933,4.0,2,pizza,11238,True,Brooklyn,66,1
8711,Empanada City,182,4.5,1,empanadas,11225,True,Brooklyn,61,1
8712,PLG Coffee House and Tavern,256,4.0,1,coffee,11225,True,Brooklyn,61,1
8713,Butter & Scotch,521,4.0,2,desserts,11225,True,Brooklyn,61,1
8715,MangoSeed Restaurant,806,4.0,2,caribbean,11226,True,Brooklyn,61,1
8716,Salem's Hour,122,4.5,2,cafes,11225,True,Brooklyn,61,1
8717,Bonafini,345,4.0,2,breakfast_brunch,11225,True,Brooklyn,61,1
8718,Pels Pie Co.,164,4.0,1,coffee,11225,True,Brooklyn,61,1
8719,Gandhi Fine Indian Cuisine,359,4.0,2,indpak,11226,True,Brooklyn,61,1
8720,Camillo,128,4.0,2,italian,11225,True,Brooklyn,61,1
8721,Mo's Original,78,4.5,2,ramen,11225,True,Brooklyn,61,1
8722,Colina Cuervo,163,4.5,2,cafes,11216,True,Brooklyn,39,1
8723,ZuriLee Restaurant,263,4.5,2,pizza,11226,True,Brooklyn,61,1
8724,Frenchy's Food Truck,74,5.0,1,coffee,11238,True,Brooklyn,66,1
8725,Ix Restaurant,127,4.5,2,coffee,11225,True,Brooklyn,61,1
8726,Glady's,506,3.5,2,caribbean,11238,True,Brooklyn,66,1
8727,De Hot Pot,160,4.0,1,trinidadian,11225,True,Brooklyn,61,1
8728,Ital Kitchen,134,4.5,2,vegetarian,11225,True,Brooklyn,61,1
8729,Dale View Biscuits and Beer,72,4.5,1,cafes,11225,True,Brooklyn,61,1
8730,Erv's on Beekman,148,4.0,2,cocktailbars,11225,True,Brooklyn,61,1
8731,Midwood Flats,264,4.0,2,cocktailbars,11225,True,Brooklyn,61,1
8732,Bunsmith,247,4.0,2,asianfusion,11238,True,Brooklyn,66,1
8733,Rain eatery,43,4.5,2,seafood,11225,True,Brooklyn,61,1
8734,Zen Vegetarian House,274,4.0,2,chinese,11226,True,Brooklyn,61,1
8735,Allan's Bakery,122,4.0,1,bakeries,11225,True,Brooklyn,61,1
8736,Taqueria Milear,193,4.5,1,mexican,11216,True,Brooklyn,39,1
8737,King of Tandoor,250,4.0,2,indpak,11225,True,Brooklyn,61,1
8738,Veggies Natural Juice Bar,137,4.5,1,juicebars,11238,True,Brooklyn,66,1
8739,Gino's Trattoria,239,4.0,2,italian,11225,True,Brooklyn,61,1
8740,Parkside,181,4.0,2,pizza,11225,True,Brooklyn,61,1
8741,Glou Wine Bar,32,4.5,2,wine_bars,11225,True,Brooklyn,61,1
8742,Trinidad Golden Place Restaurant,124,4.5,1,chinese,11216,True,Brooklyn,39,1
8743,Lula Bagel,227,4.0,1,bagels,11216,True,Brooklyn,39,1
8745,Drink,104,4.5,2,cocktailbars,11238,True,Brooklyn,66,1
8746,Franklin Park,512,3.5,2,bars,11238,True,Brooklyn,66,1
8747,Silver Rice,82,4.5,2,sushi,11225,True,Brooklyn,61,1
8748,Joe & Sal's Pizza,117,4.5,1,pizza,11225,True,Brooklyn,61,1
8749,Peppa's Jerk Chicken Restaurant,207,4.0,2,caribbean,11226,True,Brooklyn,61,1
8750,ELEVEN36,42,4.5,1,coffee,11225,True,Brooklyn,61,1
8751,Slow Loris,80,4.0,2,korean,11225,True,Brooklyn,61,1
8752,Bagel Pub,296,3.5,1,breakfast_brunch,11238,True,Brooklyn,66,1
8753,The Gold Room,48,4.0,2,tradamerican,11225,True,Brooklyn,61,1
8754,Taqueria El Patron Mexican Grill,185,3.5,2,mexican,11225,True,Brooklyn,61,1
8756,Risbo,150,4.0,2,french,11225,True,Brooklyn,61,1
8758,Aita Trattoria,175,4.0,2,italian,11238,True,Brooklyn,66,1
8759,Breukelen Coffee House,268,3.5,2,coffee,11238,True,Brooklyn,66,1
8760,Amy Thai Bistro,52,4.5,2,thai,11225,True,Brooklyn,61,1
8761,Koala Cafe,37,4.5,1,coffee,11225,True,Brooklyn,61,1
8762,Kulushkat,130,3.5,2,mideastern,11225,True,Brooklyn,61,1
8763,Lincoln Station,265,4.0,2,tradamerican,11238,True,Brooklyn,66,1
8764,Two Saints,80,4.0,2,bars,11216,True,Brooklyn,39,1
8765,Jus Fishy,154,3.5,2,fishnchips,11225,True,Brooklyn,61,1
8766,Honey Badger,100,4.0,3,newamerican,11225,True,Brooklyn,61,1
8767,Gloria's Caribbean Cuisine,324,3.5,1,caribbean,11216,True,Brooklyn,39,1
8768,Jamaican Pride Bakery,48,4.5,1,bakeries,11226,True,Brooklyn,61,1
8769,Flatbush Zombie House,99,4.0,2,tikibars,11226,True,Brooklyn,61,1
8770,El Castillo De Jagua,81,4.0,1,spanish,11225,True,Brooklyn,61,1
8771,MISC,132,4.0,2,thai,11238,True,Brooklyn,66,1
8772,J&J Delicious Cakes,42,4.5,1,cupcakes,11225,True,Brooklyn,61,1
8773,Loud Baby,47,4.5,1,coffee,11225,True,Brooklyn,61,1
8774,Balboa Restaurant,78,3.5,1,breakfast_brunch,11225,True,Brooklyn,61,1
8775,Bluebird,152,3.5,2,bars,11225,True,Brooklyn,61,1
8776,Tooker Alley,165,4.0,2,lounges,11238,True,Brooklyn,66,1
8777,RIO Kitchen & Wine,86,4.0,2,lounges,11238,True,Brooklyn,66,1
8778,Dutch Boy Burger,396,3.0,2,burgers,11238,True,Brooklyn,66,1
8779,Gloria's West Indian Food,105,3.0,1,caribbean,11225,True,Brooklyn,61,1
8780,Culpepper's,59,3.5,2,caribbean,11225,True,Brooklyn,61,1
8781,Tony's Pizza On Nostrand,120,3.5,1,pizza,11225,True,Brooklyn,61,1
8784,Katie O's Restaurant,96,3.5,2,southern,11225,True,Brooklyn,61,1
8786,Brooklyn Wing House,130,3.5,2,chicken_wings,11225,True,Brooklyn,61,1
8787,Family Pizza,55,4.0,1,pizza,11225,True,Brooklyn,61,1
8788,Sal Restaurant,28,4.5,1,tradamerican,11225,True,Brooklyn,61,1
8789,El Barrio Burritos,203,3.5,1,mexican,11238,True,Brooklyn,66,1
8790,The Westbury Inn,77,4.0,2,tradamerican,11225,True,Brooklyn,61,1
8791,Franklin820,68,4.0,2,pubs,11225,True,Brooklyn,61,1
8792,Yellow Magnolia Café,65,4.0,2,cafes,11225,True,Brooklyn,61,1
8793,Brooklyn Artisan Bakehouse & Cafe,52,4.0,2,cafes,11225,True,Brooklyn,61,1
8794,Errol's Caribbean Bakery,44,4.0,1,bakeries,11225,True,Brooklyn,61,1
