,name,review_count,rating,price,cat1,zip_code,nyc,borough,cluster,is_affluent
0,Com Tam Ninh Kieu,379,4.0,2,vietnamese,10468,True,Bronx,12,0
1,Antonio's Trattoria,773,4.5,2,italian,10458,True,Bronx,12,0
2,Bronx Alehouse,749,4.0,2,tradamerican,10463,True,Bronx,62,0
4,The Bronx Public,443,4.0,2,sportsbars,10463,True,Bronx,62,0
5,Trattoria Zero Otto Nove,749,4.0,2,italian,10458,True,Bronx,12,0
6,CHOCnyc,146,4.5,2,desserts,10034,True,Manhattan,42,0
7,Guadalupe Restaurant,658,4.0,2,mexican,10034,True,Manhattan,42,0
8,Indian Road Cafe,597,4.0,2,coffee,10034,True,Manhattan,42,0
9,Beans and Vines,415,4.5,2,bars,10034,True,Manhattan,42,0
10,Bocaditos Bistro,395,4.5,2,breakfast_brunch,10034,True,Manhattan,42,0
11,Leche Y Miel Restaurant,298,4.0,2,comfortfood,10463,True,Bronx,62,0
12,Casa Della Mozzarella Italian Deli,161,4.5,2,delis,10458,True,Bronx,12,0
13,Kingsbridge Social Club,185,4.5,2,pizza,10463,True,Bronx,62,0
14,Mon Amour Coffee & Wine,218,4.5,1,coffee,10463,True,Bronx,62,0
15,S&S Cheesecake,176,4.5,2,desserts,10463,True,Bronx,62,0
16,Sam's Pizza,127,4.5,1,pizza,10463,True,Bronx,62,0
17,Madonia Brothers Bakery,242,4.5,1,bakeries,10458,True,Bronx,12,0
18,Aoyu Sushi,233,4.5,2,japanese,10463,True,Bronx,62,0
19,Bella Pizza,75,4.5,1,pizza,10468,True,Bronx,12,0
20,Cachapas y mas,344,4.0,1,venezuelan,10040,True,Manhattan,42,0
21,The Hill Bistro,181,4.5,2,tradamerican,10463,True,Bronx,62,0
22,Joe's Italian Deli,121,5.0,2,delis,10458,True,Bronx,12,0
23,Picante Picante,156,4.0,2,mexican,10463,True,Bronx,62,0
25,Mike's Deli Arthur Avenue,220,4.0,2,catering,10458,True,Bronx,12,0
26,Salsa Con Fuego,675,3.0,2,bars,10468,True,Bronx,12,0
27,Greek Express,220,4.0,2,greek,10463,True,Bronx,62,0
28,Liebman's Kosher Delicatessen,270,4.0,2,delis,10463,True,Bronx,62,0
29,MangiPasta,98,4.5,2,italian,10458,True,Bronx,12,0
30,Dominick's Restaurant,341,4.0,2,italian,10458,True,Bronx,12,0
31,Pugsley's Pizza,142,4.5,1,pizza,10458,True,Bronx,12,0
32,Tino's Delicatessen,189,4.0,2,delis,10458,True,Bronx,12,0
33,Yo-Burger,236,4.0,2,burgers,10463,True,Bronx,62,0
34,Full Moon Pizzeria,273,4.0,1,pizza,10458,True,Bronx,12,0
35,Gino's Pastry Shop,82,4.5,2,bakeries,10458,True,Bronx,12,0
36,G's Coffee Shop,62,4.5,1,mexican,10034,True,Manhattan,42,0
38,Loeser's Kosher Delicatessen and Caterers,101,4.0,2,delis,10463,True,Bronx,62,0
39,Broadyke Meat Market,77,4.5,2,meats,10034,True,Manhattan,42,0
40,Roberto's,253,4.0,3,italian,10458,True,Bronx,12,0
41,Pizza Palace,120,4.5,1,pizza,10034,True,Manhattan,42,0
42,Inwood Bar and Grill,396,3.5,2,sportsbars,10034,True,Manhattan,42,0
43,Pizza Studio,86,4.5,1,pizza,10458,True,Bronx,12,0
44,Inwood Local,209,4.0,2,bars,10034,True,Manhattan,42,0
45,Salvatores of Soho,281,4.0,2,pizza,10463,True,Bronx,62,0
46,Clinton Hall,165,4.0,2,beergardens,10458,True,Bronx,12,0
47,Garden Cafe,232,3.5,2,newamerican,10034,True,Manhattan,42,0
48,Tin Marin,275,3.5,2,tapasmallplates,10463,True,Bronx,62,0
49,Patacon Pisao Truck,81,4.5,1,foodtrucks,10034,True,Manhattan,42,0
50,Brown Sugar Restaurant,218,3.5,2,cuban,10034,True,Manhattan,42,0
52,809 Sangria Bar & Grill,224,4.0,2,spanish,10040,True,Manhattan,42,0
53,Tibbett Diner,105,4.0,1,diners,10463,True,Bronx,62,0
54,San Gennaro Trattoria Restaurant Bar,154,4.0,2,italian,10458,True,Bronx,12,0
55,Cerini Coffee & Gifts,64,5.0,2,coffeeroasteries,10458,True,Bronx,12,0
56,An Beal Bocht Cafe,127,4.0,2,irish,10463,True,Bronx,62,0
57,Michaelangelo's Little Italy,222,3.5,2,lounges,10458,True,Bronx,12,0
58,Artuso Pastry Shop,146,4.0,2,bakeries,10458,True,Bronx,12,0
59,Pop and Pour Cafe,112,4.5,2,wine_bars,10040,True,Manhattan,42,0
60,Caridad Restaurant,93,3.5,2,latin,10468,True,Bronx,12,0
61,Enzos of Arthur Avenue,237,3.5,2,italian,10458,True,Bronx,12,0
62,ÇKA KA QËLLU,69,4.5,2,modern_european,10458,True,Bronx,12,0
63,Estrellita Poblana III,158,4.0,2,mexican,10458,True,Bronx,12,0
64,Hudson Garden Grill,150,4.0,2,newamerican,10458,True,Bronx,12,0
65,Cocina Chente,143,4.0,2,mexican,10463,True,Bronx,62,0
66,DeLillo Pastry Shop,160,4.0,2,bakeries,10458,True,Bronx,12,0
67,188 Bakery Cuchifrito's,74,4.0,1,bakeries,10468,True,Bronx,12,0
68,Montezuma Mexican Restaurant,125,3.0,2,mexican,10468,True,Bronx,12,0
69,Gerbasi Ristorante,148,4.0,2,italian,10458,True,Bronx,12,0
70,Mario's Restaurant,222,3.5,2,italian,10458,True,Bronx,12,0
71,Prince Coffee House,112,4.0,2,coffee,10458,True,Bronx,12,0
72,Sazon De Lupita Antojitos Mexicanos,31,4.0,1,mexican,10468,True,Bronx,12,0
73,Taqueria Emilio,51,4.5,1,mexican,10034,True,Manhattan,42,0
75,Pique 86,36,4.5,1,mexican,10458,True,Bronx,12,0
76,Louie's Dale Diner,115,3.5,2,diners,10463,True,Bronx,62,0
77,Arthur Ave Fiasco,72,4.5,2,italian,10458,True,Bronx,12,0
78,Trattoria Tra di Noi,134,4.0,2,italian,10458,True,Bronx,12,0
79,Lexa Bar & Garden,125,4.0,2,burgers,10467,True,Bronx,38,0
80,Moss Cafe,134,4.0,2,cafes,10463,True,Bronx,62,0
81,Palace of Japan,180,3.5,2,japanese,10463,True,Bronx,62,0
82,Dallas BBQ,211,3.0,2,bbq,10468,True,Bronx,12,0
83,Raices,130,3.5,2,bars,10034,True,Manhattan,42,0
84,Emilia's Restaurant,174,3.5,2,italian,10458,True,Bronx,12,0
85,Dichter Pharmacy & Soda Shoppe,46,4.5,1,drugstores,10034,True,Manhattan,42,0
86,El Malecon,175,3.0,2,latin,10463,True,Bronx,62,0
87,The Park View,324,3.5,2,newamerican,10034,True,Manhattan,42,0
88,Curry & Kebab,86,4.0,2,halal,10467,True,Bronx,38,0
89,Family's Cafe,43,4.0,1,mexican,10468,True,Bronx,12,0
90,Bella Notte,171,3.5,2,pizza,10463,True,Bronx,62,0
91,Yummy Thai,380,3.0,2,thai,10034,True,Manhattan,42,0
92,Silhouette Restaurant & Lounge,297,3.0,2,lounges,10463,True,Bronx,62,0
93,Gyro King,41,4.0,1,pizza,10468,True,Bronx,12,0
94,Menchie's Frozen Yogurt,63,4.0,1,icecream,10463,True,Bronx,62,0
95,Jerome Pizza,63,4.0,1,pizza,10468,True,Bronx,12,0
96,The Bronx Beer Hall,149,3.5,2,newamerican,10458,True,Bronx,12,0
97,DisFruta,34,4.5,1,juicebars,10034,True,Manhattan,42,0
98,Smashburger,91,3.5,2,burgers,10463,True,Bronx,62,0
99,Morrone Pastry Shop & Cafe,113,3.5,1,bakeries,10458,True,Bronx,12,0
100,Grandpa's Brick Oven Pizza,175,3.0,1,pizza,10034,True,Manhattan,42,0
101,Elsa La Reina Del Chicharron,95,4.0,1,latin,10034,True,Manhattan,42,0
102,Moon Star Grill,97,4.0,2,asianfusion,10463,True,Bronx,62,0
103,Pasquale Rigoletto Restaurant,170,3.5,2,italian,10458,True,Bronx,12,0
104,Buunni Coffee,33,4.5,2,coffeeroasteries,10463,True,Bronx,62,0
106,Addeo Bakers,33,4.5,1,bakeries,10458,True,Bronx,12,0
107,Cumin Indian Restaurant,150,3.5,2,indpak,10463,True,Bronx,62,0
108,El Tina Fish Market,52,4.0,2,seafood,10034,True,Manhattan,42,0
109,Siam Square,114,3.5,2,thai,10463,True,Bronx,62,0
110,Nicky's Coffee Shop,60,4.0,1,breakfast_brunch,10467,True,Bronx,38,0
111,National Restaurant & Coffee Shop,60,4.0,1,diners,10468,True,Bronx,12,0
112,Papasito Mexican Grill & Agave Bar,431,3.0,2,mexican,10034,True,Manhattan,42,0
113,Mei Mei Restaurant,49,3.5,1,chinese,10468,True,Bronx,12,0
115,Land & Sea Diner,134,3.0,2,diners,10463,True,Bronx,62,0
116,Lotus Express,62,4.0,1,chinese,10034,True,Manhattan,42,0
117,Mi Lindo San Miguelito,37,4.0,2,mexican,10463,True,Bronx,62,0
118,Riverdale Diner,309,3.0,2,diners,10463,True,Bronx,62,0
119,Queen Of Tacos,88,3.5,1,mexican,10467,True,Bronx,38,0
120,Amy's Restaurant,110,3.5,2,chinese,10034,True,Manhattan,42,0
121,Tubby Hook Tavern,106,3.5,2,pubs,10034,True,Manhattan,42,0
122,Cafe Tabaco & Ron,93,3.0,2,latin,10034,True,Manhattan,42,0
123,Emilio's Pizza,23,4.0,1,pizza,10468,True,Bronx,12,0
124,Inwood Bagels,88,3.5,1,bagels,10034,True,Manhattan,42,0
125,Blackstone Bar & Grill,84,4.0,2,sportsbars,10463,True,Bronx,62,0
126,Cafe al Mercato,28,4.5,2,italian,10458,True,Bronx,12,0
127,El Economico Restaurant,57,3.5,1,latin,10463,True,Bronx,62,0
128,3 Way Restaurant,61,3.5,2,latin,10458,True,Bronx,12,0
129,Sushi Mambo,258,3.0,2,sushi,10034,True,Manhattan,42,0
130,Webster Cafe & Diner,66,3.5,1,diners,10458,True,Bronx,12,0
131,Made In Mexico,283,2.5,2,mexican,10034,True,Manhattan,42,0
132,Terranova Bakery,33,4.5,1,bakeries,10458,True,Bronx,12,0
133,Tasty Picks,68,4.0,1,juicebars,10467,True,Bronx,38,0
134,Egidio Pastry Shop,94,3.5,2,bakeries,10458,True,Bronx,12,0
135,Capitol Restaurant,55,4.0,2,diners,10034,True,Manhattan,42,0
137,Tilila Casa Publica & Cocina,75,3.5,2,dominican,10463,True,Bronx,62,0
139,Mexicana Deli Grocery,35,4.5,1,mexican,10467,True,Bronx,38,0
140,Catania's Pizzeria & Cafe,28,4.5,1,pizza,10458,True,Bronx,12,0
141,Kingsbridge Coffee Shop & Deli,16,4.5,1,delis,10468,True,Bronx,12,0
142,Park Terrace Deli,79,3.0,1,delis,10034,True,Manhattan,42,0
143,Fordham Restaurant,26,4.0,1,diners,10458,True,Bronx,12,0
144,Pick & Eat,83,3.5,2,newamerican,10034,True,Manhattan,42,0
145,Genesis,25,4.0,2,latin,10034,True,Manhattan,42,0
146,Sugarboy Bakery,65,3.0,2,bakeries,10463,True,Bronx,62,0
147,Taco's El Paisanito,29,4.0,2,mexican,10468,True,Bronx,12,0
148,John's Fried Chicken,57,3.5,1,dominican,10034,True,Manhattan,42,0
149,El Lina Restaurant,23,4.5,2,caribbean,10034,True,Manhattan,42,0
150,Arturo's Pizzeria,110,2.5,1,pizza,10463,True,Bronx,62,0
151,Bedford Cafe & Restaurant,96,3.0,2,tradamerican,10468,True,Bronx,12,0
152,Bedford Pizza Pasta Restaurant,29,4.0,1,pizza,10458,True,Bronx,12,0
153,Foodtown,41,3.5,2,grocery,10463,True,Bronx,62,0
154,Aman,29,4.5,1,pakistani,10452,True,Bronx,56,0
155,Metate,168,3.0,2,mexican,10463,True,Bronx,62,0
156,Bizcocho De Colores,90,3.0,3,bakeries,10034,True,Manhattan,42,0
157,Peachwave,31,4.0,1,icecream,10458,True,Bronx,12,0
158,Primavera Cafe,37,3.5,1,cafes,10458,True,Bronx,12,0
159,The Punch Bowl,25,4.0,1,divebars,10463,True,Bronx,62,0
160,La Lomita Mexican Deli,33,3.5,1,mexican,10034,True,Manhattan,42,0
161,La Nueva Espana,90,3.0,2,latin,10034,True,Manhattan,42,0
162,Las Maravillas de Mexico Restaurant,49,3.5,2,mexican,10468,True,Bronx,12,0
163,Applebee's Grill + Bar,145,2.0,2,tradamerican,10463,True,Bronx,62,0
164,Cafeccino Bakery,24,4.0,1,cafes,10463,True,Bronx,62,0
165,Mei Chung Mei Restaurant,19,4.0,2,chinese,10463,True,Bronx,62,0
166,Sal's Pizzeria,53,3.5,1,pizza,10467,True,Bronx,38,0
167,Fordham Fried Seafood And Chicken,25,3.5,1,hotdogs,10458,True,Bronx,12,0
168,Corky's Restaurant,27,3.5,2,diners,10458,True,Bronx,12,0
169,Teuta Qebaptore,12,5.0,2,modern_european,10458,True,Bronx,12,0
170,Kingsbridge Donut Shop,19,4.0,1,donuts,10463,True,Bronx,62,0
171,Il Sole,142,3.0,2,italian,10034,True,Manhattan,42,0
172,Broadway Pizza & Pasta,54,3.0,1,pizza,10463,True,Bronx,62,0
173,Pat O'brien Pub,8,5.0,1,pubs,10468,True,Bronx,12,0
174,Junior's Tacos,32,4.0,1,tex-mex,10034,True,Manhattan,42,0
175,Double Dragon Restaurant,18,3.5,1,chinese,10468,True,Bronx,12,0
176,Los Girasoles Restaurant,16,4.0,1,mexican,10458,True,Bronx,12,0
177,Papaye,29,3.5,2,african,10458,True,Bronx,12,0
178,Marconi's Pizza & Restaurant,52,3.5,1,pizza,10467,True,Bronx,38,0
180,Bagel Corner,96,3.0,1,bagels,10463,True,Bronx,62,0
181,Pizza Chef,58,3.5,1,pizza,10463,True,Bronx,62,0
182,House of Antojitos,31,4.0,1,hotdogs,10458,True,Bronx,12,0
183,New Star Coffee and Deli,17,4.5,1,coffee,10467,True,Bronx,38,0
184,Dyckman Express Restaurant,90,3.0,1,latin,10040,True,Manhattan,42,0
185,Ann & Tony's Restaurant,110,3.0,2,italian,10458,True,Bronx,12,0
186,Kawah Chinese Restaurant,24,4.0,1,chinese,10458,True,Bronx,12,0
187,Albert's Mofongo,188,2.5,2,dominican,10034,True,Manhattan,42,0
188,Tony's Halal Food,17,4.0,1,foodtrucks,10468,True,Bronx,12,0
190,Cafe Kolmaro,14,4.5,1,cafes,10034,True,Manhattan,42,0
191,Starbucks,31,3.5,1,coffee,10463,True,Bronx,62,0
192,Howl at the Moon,62,3.5,1,sportsbars,10458,True,Bronx,12,0
193,Jimbo's Hamburger Palace,20,4.0,1,burgers,10034,True,Manhattan,42,0
194,Boca Restaurant and Lounge,57,3.0,2,lounges,10458,True,Bronx,12,0
195,Goodfellas Pizza Pasta,65,3.5,1,pizza,10463,True,Bronx,62,0
196,Mr. McGoo's Pub,12,4.0,1,pubs,10463,True,Bronx,62,0
197,Luconi NYC,48,3.5,1,pizza,10458,True,Bronx,12,0
198,M & R Pizza,26,4.0,1,pizza,10467,True,Bronx,38,0
199,IHOP,41,3.0,2,tradamerican,10463,True,Bronx,62,0
200,Buffalo Wild Wings,221,2.0,2,sportsbars,10463,True,Bronx,62,0
201,Hola Espana,51,3.0,2,spanish,10463,True,Bronx,62,0
202,Hang Lee Chinese,25,4.0,1,chinese,10034,True,Manhattan,42,0
203,Sahara Cafe & Lounge,28,3.5,2,lounges,10034,True,Manhattan,42,0
205,Tapas Italiano,20,4.0,2,tapasmallplates,10458,True,Bronx,12,0
206,Accra,33,3.5,2,african,10453,True,Bronx,56,0
207,Dyckman Bakery,23,4.0,1,bakeries,10040,True,Manhattan,42,0
208,U Like Chinese Take Out,72,3.0,1,chinese,10034,True,Manhattan,42,0
209,Dunkin',11,4.0,1,donuts,10468,True,Bronx,12,0
210,Tiny's Diner,93,3.0,2,diners,10463,True,Bronx,62,0
211,Fresh Tortilla's,46,3.5,1,mexican,10034,True,Manhattan,42,0
212,Republica,190,2.5,2,lounges,10040,True,Manhattan,42,0
213,Starbucks,54,3.0,2,coffee,10458,True,Bronx,12,0
214,Cocina Taller,68,3.0,2,mediterranean,10034,True,Manhattan,42,0
215,Gurra Cafe,21,4.0,1,mediterranean,10458,True,Bronx,12,0
216,Taboga,52,3.0,2,poolhalls,10034,True,Manhattan,42,0
217,Kai Fan Asian Cuisine,43,3.5,2,kosher,10463,True,Bronx,62,0
218,Perista Restaurant,34,2.5,1,cafes,10468,True,Bronx,12,0
219,Kennedy Chicken & Gyro,13,4.0,1,chicken_wings,10463,True,Bronx,62,0
220,Diamante Poblano Restaurant,15,3.5,1,mexican,10468,True,Bronx,12,0
221,Taqueria Los Jarritos,34,4.0,1,mexican,10040,True,Manhattan,42,0
222,New Capital Restaurant,40,2.5,2,tradamerican,10468,True,Bronx,12,0
223,Parisienne Cafe,7,5.0,2,cafes,10458,True,Bronx,12,0
224,Foo Hing Kitchen,12,4.0,1,chinese,10468,True,Bronx,12,0
225,M&G Restaurant,28,3.5,1,diners,10458,True,Bronx,12,0
227,Kenny Bakery,27,3.5,1,bakeries,10040,True,Manhattan,42,0
228,Gold Mine Cafe,33,3.0,1,cafes,10463,True,Bronx,62,0
229,Sake II,61,3.0,2,japanese,10458,True,Bronx,12,0
230,Anthony's Famous Gourmet Deli,20,4.0,1,delis,10467,True,Bronx,38,0
232,Tony & Tina's Pizzeria,37,3.5,1,pizza,10458,True,Bronx,12,0
233,Elena's Restaurant Authentic Mexican Cusine,37,3.5,2,mexican,10453,True,Bronx,56,0
234,Texas Chicken & Burgers,18,3.5,1,chicken_wings,10468,True,Bronx,12,0
235,Starbucks,53,3.0,2,coffee,10463,True,Bronx,62,0
236,Starbucks,54,3.0,2,coffee,10040,True,Manhattan,42,0
237,La Estrella Restaurant,30,3.5,2,latin,10457,True,Bronx,56,0
238,Cafe De Broadway,55,2.5,2,newamerican,10034,True,Manhattan,42,0
239,Rose Flower Restaurant,12,4.0,1,chinese,10458,True,Bronx,12,0
240,House Pizza,20,3.5,1,pizza,10458,True,Bronx,12,0
241,Parrilla Latina,69,2.5,2,latin,10463,True,Bronx,62,0
242,Nicks Garden Coffee Shop,17,4.0,1,diners,10458,True,Bronx,12,0
243,Pete's Cafe,50,3.0,1,tradamerican,10458,True,Bronx,12,0
246,Jasper's Gourmet Deli,33,3.5,1,delis,10463,True,Bronx,62,0
247,My Place Pizza,10,4.0,1,pizza,10458,True,Bronx,12,0
248,La Essencia Restaurant,13,3.5,2,mexican,10034,True,Manhattan,42,0
250,New Riverdale Deli,49,3.0,1,delis,10463,True,Bronx,62,0
252,Burgos Restaurant,17,4.0,1,latin,10040,True,Manhattan,42,0
253,Applebee's Grill + Bar,124,2.0,2,tradamerican,10458,True,Bronx,12,0
254,Diego's Pizza,21,3.5,2,pizza,10453,True,Bronx,56,0
255,Yokohama Japanese Restaurant,48,3.0,2,japanese,10463,True,Bronx,62,0
256,Ming Wong Chinese Restaurant,9,4.5,1,restaurants,10453,True,Bronx,56,0
257,Jolly Tinker,27,3.5,1,bars,10458,True,Bronx,12,0
258,Tabu Cafe and Wine,32,3.5,2,wine_bars,10034,True,Manhattan,42,0
259,Tulcingo Azteca Restaurante,17,3.5,2,mexican,10034,True,Manhattan,42,0
261,Liffy II Bar,19,3.5,1,bars,10034,True,Manhattan,42,0
262,Golden City Chinese Takeout,12,4.0,1,chinese,10463,True,Bronx,62,0
263,Monkey Brothers Lab,22,3.5,2,foodtrucks,10034,True,Manhattan,42,0
264,Dunkin',21,3.0,1,coffee,10463,True,Bronx,62,0
266,Blue Bay Restaurant,77,2.5,2,diners,10463,True,Bronx,62,0
267,Pizza Haven,91,2.0,1,pizza,10034,True,Manhattan,42,0
268,LJ Pizza,8,4.0,1,pizza,10468,True,Bronx,12,0
269,Marie's Fresh Roasted Coffee Beans & Gifts,8,4.5,2,coffee,10458,True,Bronx,12,0
270,El Floridita Restaurant,33,3.0,1,cuban,10034,True,Manhattan,42,0
271,Mario's Pizza,23,3.5,1,pizza,10467,True,Bronx,38,0
274,Healthy Fresh,16,4.0,1,breakfast_brunch,10458,True,Bronx,12,0
275,Acapella 238 Pizzeria,35,3.0,1,pizza,10463,True,Bronx,62,0
276,Q'Kachapa,51,2.5,1,spanish,10463,True,Bronx,62,0
277,Oscar's Kitchen,22,2.5,1,dominican,10468,True,Bronx,12,0
279,La Cabana 2 Salvadorena Restaurant,11,4.0,2,salvadoran,10468,True,Bronx,12,0
281,Ceci Restaurant,8,4.5,1,latin,10040,True,Manhattan,42,0
282,Kennedy Fried Chicken,19,3.5,1,chicken_wings,10040,True,Manhattan,42,0
283,Pollo Campero,32,3.0,1,hotdogs,10458,True,Bronx,12,0
284,Liberato Restaurant,55,2.5,2,latin,10453,True,Bronx,56,0
285,Sorrentos,18,3.5,1,pizza,10463,True,Bronx,62,0
286,Que Sabrosura! Restaurant & Bar,20,3.0,2,latin,10453,True,Bronx,56,0
287,Mirador,15,3.0,1,spanish,10468,True,Bronx,12,0
288,White Castle,30,3.0,1,hotdogs,10458,True,Bronx,12,0
289,Happy Dragon,17,4.0,1,chinese,10467,True,Bronx,38,0
290,Carvel Ice Cream,7,4.5,2,icecream,10453,True,Bronx,56,0
291,Restaurante Ecuatoriano Génesis,7,4.5,2,latin,10034,True,Manhattan,42,0
292,M and G II,9,4.5,1,breakfast_brunch,10458,True,Bronx,12,0
293,Reposteria Nitin,25,3.0,2,bakeries,10458,True,Bronx,12,0
294,Reyna Restaurant,8,4.5,1,dominican,10468,True,Bronx,12,0
296,Ivana Pizzeria,12,4.0,2,italian,10458,True,Bronx,12,0
297,Corner Cafe & Bakery,44,3.0,2,vegetarian,10463,True,Bronx,62,0
299,Bunny Deli II,23,3.0,2,delis,10463,True,Bronx,62,0
300,Fokkus Room & Cucine,31,2.5,3,sushi,10468,True,Bronx,12,0
302,Tenochtitlan Taqueria,8,4.0,1,mexican,10468,True,Bronx,12,0
303,Pizza Nova,28,3.5,1,pizza,10040,True,Manhattan,42,0
304,Rulay Lounge Bar & Restaurant,29,3.0,2,lounges,10458,True,Bronx,12,0
305,Wai Kang Restaurant,11,3.5,1,chinese,10468,True,Bronx,12,0
306,El Mangu Sabroso Restaurant,29,2.0,2,dominican,10468,True,Bronx,12,0
307,Chipotle Mexican Grill,53,2.0,1,mexican,10458,True,Bronx,12,0
308,Rolen Bagels,36,3.0,1,bagels,10463,True,Bronx,62,0
309,Burger Lodge,26,3.5,1,burgers,10458,True,Bronx,12,0
313,Mexican Fast Food,7,3.5,2,mexican,10468,True,Bronx,12,0
314,China Wang,10,3.5,2,chinese,10463,True,Bronx,62,0
315,Dunkin',20,2.5,1,coffee,10463,True,Bronx,62,0
316,Empire 19,32,2.5,1,japanese,10463,True,Bronx,62,0
317,Panda Restaurant,13,3.5,1,chinese,10463,True,Bronx,62,0
318,Rico Chimi,26,3.0,1,dominican,10040,True,Manhattan,42,0
319,Hong Kong Kitchen,7,4.0,1,chinese,10458,True,Bronx,12,0
321,New Kam Sheng,22,3.0,1,chinese,10463,True,Bronx,62,0
322,Jimbo's Hamburger Palace,18,3.5,1,burgers,10034,True,Manhattan,42,0
323,Dunkin',12,4.0,1,donuts,10463,True,Bronx,62,0
329,Lehman Cigars,3,5.0,2,cigarbars,10458,True,Bronx,12,0
330,El Jefe Nyc,80,2.5,2,sportsbars,10040,True,Manhattan,42,0
331,Luna Cafe,41,2.5,2,cafes,10458,True,Bronx,12,0
332,Best Italian Pizza,10,3.5,2,pizza,10468,True,Bronx,12,0
333,Rocco's Pizzeria,17,3.0,1,pizza,10458,True,Bronx,12,0
334,Rams Deli Plus,9,4.0,1,delis,10458,True,Bronx,12,0
335,El Sabor Latino,41,2.0,2,sportsbars,10468,True,Bronx,12,0
337,McDonald's,36,2.5,1,hotdogs,10463,True,Bronx,62,0
338,Arthur Avenue Market Pasticceria,8,4.0,2,bakeries,10458,True,Bronx,12,0
339,Andiamo Cafe,14,3.0,1,cafes,10468,True,Bronx,12,0
341,Best Italian Pizza,10,3.5,1,italian,10458,True,Bronx,12,0
342,National Bakery,13,3.5,1,bakeries,10467,True,Bronx,38,0
343,El Coqui Bakery,3,4.5,1,bakeries,10468,True,Bronx,12,0
344,Happy Land Buffet,11,4.0,1,buffets,10453,True,Bronx,56,0
345,Parilla Latina,30,2.0,2,latin,10458,True,Bronx,12,0
346,D Lillian Bakery,14,3.0,2,bakeries,10034,True,Manhattan,42,0
347,Carvel Bakery Ice Cream,8,4.0,1,desserts,10463,True,Bronx,62,0
348,Dunkin',26,2.5,1,donuts,10034,True,Manhattan,42,0
349,Taco's Puebla,14,3.0,2,mexican,10453,True,Bronx,56,0
350,Laura's Pizza,8,3.5,1,pizza,10463,True,Bronx,62,0
352,Pick Up Six,8,3.5,1,chinese,10463,True,Bronx,62,0
355,Carreon's Deli and Bakery,13,3.0,1,bakeries,10034,True,Manhattan,42,0
357,Merryland buffet,15,3.0,2,buffets,10458,True,Bronx,12,0
359,New Luen Hing,21,2.0,1,chinese,10463,True,Bronx,62,0
361,Moms Bakery Corporation,14,2.5,1,bakeries,10458,True,Bronx,12,0
363,AA Chinese Restaurant,23,3.0,2,chinese,10457,True,Bronx,56,0
364,Tony's Pizzeria,16,2.0,1,pizza,10468,True,Bronx,12,0
365,Famous Pizza Express,17,3.0,1,pizza,10463,True,Bronx,62,0
366,Boston Market,18,2.0,2,comfortfood,10463,True,Bronx,62,0
367,O'Shea's Emerald Bar,7,3.5,1,restaurants,10468,True,Bronx,12,0
368,Caribe Restaurant,66,2.0,1,spanish,10467,True,Bronx,38,0
369,Chipotle Mexican Grill,51,2.0,1,hotdogs,10463,True,Bronx,62,0
370,Simon's Deli & Bagels,28,2.5,1,delis,10458,True,Bronx,12,0
371,Panda Express,29,2.0,2,chinese,10468,True,Bronx,12,0
372,Fresco Tortillas II,34,2.5,1,mexican,10463,True,Bronx,62,0
373,Mamá Inés Coffee Shop & Bakery,14,3.5,1,cafes,10467,True,Bronx,38,0
374,Dunkin',8,3.5,1,donuts,10468,True,Bronx,12,0
375,Cocina Latina Restaurant,8,3.5,2,latin,10034,True,Manhattan,42,0
376,Number 1 Chinese Restaurant,7,4.0,1,chinese,10467,True,Bronx,38,0
377,Fordham Road Bakery,5,3.5,2,bakeries,10468,True,Bronx,12,0
378,239 International Deli,4,4.5,2,delis,10457,True,Bronx,56,0
379,Liberato Restaurant,24,2.0,2,newamerican,10468,True,Bronx,12,0
380,H & M Bakery Corporation,2,5.0,1,bakeries,10468,True,Bronx,12,0
382,Juniors Seafood Restaurant,14,3.0,1,seafood,10453,True,Bronx,56,0
383,Popeyes Louisiana Kitchen,24,2.0,1,hotdogs,10463,True,Bronx,62,0
385,Stop 809,14,3.0,1,dominican,10034,True,Manhattan,42,0
386,F & G El Valle Restaurant Corporation,25,2.0,2,latin,10468,True,Bronx,12,0
387,Elsa La Reina Del Chicharron,8,3.0,2,spanish,10453,True,Bronx,56,0
388,Corner Pizza,7,4.0,1,pizza,10467,True,Bronx,38,0
389,Angel's Grill,9,4.0,1,latin,10458,True,Bronx,12,0
390,Domino's Pizza,32,2.5,1,pizza,10034,True,Manhattan,42,0
392,Wingstop,30,2.5,1,chicken_wings,10453,True,Bronx,56,0
394,Estrella Mexicana,10,3.0,1,mexican,10453,True,Bronx,56,0
396,El Presidente II,34,2.0,1,latin,10467,True,Bronx,38,0
397,New China Chinese Resturant,3,4.5,2,chinese,10458,True,Bronx,12,0
399,2 Bros Pizza,4,4.0,1,pizza,10458,True,Bronx,12,0
401,Best Deli & Grill,11,3.0,1,delis,10458,True,Bronx,12,0
402,Texas Chicken & Burgers,10,3.5,1,burgers,10453,True,Bronx,56,0
403,Lehman College Harmony Café,4,3.5,3,bagels,10468,True,Bronx,12,0
404,Plato & Rumba,12,2.5,2,dominican,10468,True,Bronx,12,0
406,Golden City Restaurant,16,3.0,1,chinese,10458,True,Bronx,12,0
408,Connie's Deli,5,4.0,1,mexican,10458,True,Bronx,12,0
